01/10/17 00:00;02/10/17 00:00;03/10/17 00:00;04/10/17 00:00;05/10/17 00:00;06/10/17 00:00;07/10/17 00:00;08/10/17 00:00;09/10/17 00:00;10/10/17 00:00;11/10/17 00:00;12/10/17 00:00;13/10/17 00:00;14/10/17 00:00;15/10/17 00:00;16/10/17 00:00;17/10/17 00:00;18/10/17 00:00;19/10/17 00:00;20/10/17 00:00;21/10/17 00:00;22/10/17 00:00;23/10/17 00:00;24/10/17 00:00;25/10/17 00:00;26/10/17 00:00;27/10/17 00:00;28/10/17 00:00;29/10/17 00:00;30/10/17 00:00;31/10/17 00:00;01/11/17 00:00;02/11/17 00:00;03/11/17 00:00;04/11/17 00:00;05/11/17 00:00;06/11/17 00:00;07/11/17 00:00;08/11/17 00:00;09/11/17 00:00;10/11/17 00:00;11/11/17 00:00;12/11/17 00:00;13/11/17 00:00;14/11/17 00:00;15/11/17 00:00;16/11/17 00:00;17/11/17 00:00;18/11/17 00:00;19/11/17 00:00;20/11/17 00:00;21/11/17 00:00;22/11/17 00:00;23/11/17 00:00;24/11/17 00:00;25/11/17 00:00;26/11/17 00:00;27/11/17 00:00;28/11/17 00:00;29/11/17 00:00;30/11/17 00:00;01/10/18 00:00;02/10/18 00:00;03/10/18 00:00;04/10/18 00:00;05/10/18 00:00;06/10/18 00:00;07/10/18 00:00;08/10/18 00:00;09/10/18 00:00;10/10/18 00:00;11/10/18 00:00;12/10/18 00:00;13/10/18 00:00;14/10/18 00:00;15/10/18 00:00;16/10/18 00:00;17/10/18 00:00;18/10/18 00:00;19/10/18 00:00;20/10/18 00:00;21/10/18 00:00;22/10/18 00:00;23/10/18 00:00;24/10/18 00:00;25/10/18 00:00;26/10/18 00:00;27/10/18 00:00;28/10/18 00:00;29/10/18 00:00;30/10/18 00:00;31/10/18 00:00;01/11/18 00:00;02/11/18 00:00;03/11/18 00:00;04/11/18 00:00;05/11/18 00:00;06/11/18 00:00;07/11/18 00:00;08/11/18 00:00;09/11/18 00:00;10/11/18 00:00;11/11/18 00:00;12/11/18 00:00;13/11/18 00:00;14/11/18 00:00;15/11/18 00:00;16/11/18 00:00;17/11/18 00:00;18/11/18 00:00;19/11/18 00:00;20/11/18 00:00;21/11/18 00:00;22/11/18 00:00;23/11/18 00:00;24/11/18 00:00;25/11/18 00:00;26/11/18 00:00;27/11/18 00:00;28/11/18 00:00;29/11/18 00:00;30/11/18 00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103;;777,82;;;3008,36;;834,48;;1434,16;724,23;172,64;474,75;958,1;;642,05;;302,13;194,4;1975,73;992,14;;802,08;1881,43;;1461,52;791,98;586,88;327;;;1170,28;123,74;422,51;;;;;;;;;;247,48;;;;1125,36;;1039,5;;;;;1816,68;;;;;;749,66;;785,88;196,8;965,58;435;452,4;;290,7;;1139,28;207,88;956,03;1789,52;;247,49;701,8;;2709,68;979,2;;728,6;;738,24;547,77;535;;;360,63;;1237,92;;;818,37;;602,02;140,06;;;135,88;451,94;1097;;108,48;355,3;279,72;;;;;;;;;;;212,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,08;412,24;;298,38;;;;;;174,08;857;270,39;1594,12;;1041,95;;;112,29;208,1;1402,92;698,95;174,22;;738,07;;;;220,96;627,24;;;158,96;;;675,64;103,57;312,01;;;216,66;194,14;;474,28;;;;686,69;981,62;591,38;;;890,44;;;;;;;;;;346,98;253,35;;896,89;547,41;321,27;511,8;;104,22;;1251,81;1684;;686,98;1497,01;;1021,66;760,26;881,06;2992,94;347,4;678,7;;319,1;;630,27;3214,59;832,56;205,05;;;;371,94;793,65;528,04;217,51;;;221,82;;476,64;;142,86;241,62;;208,56;;357,7;;;;;;;637,8;;;751,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,48;;;;512,42;142,92;387,24;922,88;2150,87;3222;745,14;455,65;956,5;1230,96;;;198,44;;314,3;;295,22;;;;;;858,44;194,23;244,16;;;;;588,24;;250,47;;165,66;;;374;1197,88;;;;440,46;218,66;;;;;;;;336,54;391,5;;;;;;438,38;2616,56;193,31;741,27;1087,5;511,22;;376,95;;;311,82;245,36;346,92;829,34;;;;;;2317,74;1935,58;;641,91;;;;;1354,4;708,7;;;;1659,35;2294,6;124,92;;205,02;;403,62;;;341,91;;;;190,26;;;;;;;203,5;;;218,26;;;;;493,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,95;610,66;209,38;;380,37;185,58;192,8;5211,46;;2445,45;;;1103,42;2520,64;;296,74;1368,56;437,42;;1030;498,62;216,38;1746;;440;854,44;615,74;226,92;343;;1408,74;;;;434,99;591,04;576,91;343;;;;;216,32;219,1;;;;204,21;;;284,36;;;;;201,26;187;586,58;;;;1953,8;327,24;475,76;2104,09;505,1;901;;591,67;247,44;;515,88;1358,2;1131,24;338,43;;572;;490,72;467,6;3735,27;116,83;476,67;;247,52;;510,2;3070,7;922,31;;;572;437,4;332,26;;532,47;844,83;90,38;;;;;74,51;;1685,61;;190,26;347;;;;;327,09;355,62;;411,32;400;;;898,78;;186,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,76;1409,1;;;1828,5;2338,51;638,44;;;;197,68;;672,47;200,74;;260,63;;;159,05;772,5;934,44;2221,49;1172,52;;;216,4;933,08;304,84;236,86;220,7;586,06;;;850,36;1338,35;177,74;752,2;;;631,08;;;;;;;;;;;;;;;191,96;515;117,58;;;;;;1605,6;414,6;871,1;600,66;;;;;;257,1;278,38;164,99;2537,12;;286,38;1750,32;;471,04;;466,32;;352,86;;;1195;1249,73;;;570,87;377,96;;;1223,08;433;177,24;2610,02;278,04;535,28;;;;;1072,06;238,56;218,26;;139,86;333,57;;;301,64;387;;;;;3211,56;;;577,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,62;;;523,84;1243,5;486,12;;560,5;;856,19;;1479,14;1228,04;583,2;;1080,08;253,65;583,29;630,59;2617,47;2147,42;496,59;;514,78;;;;;928,3;;;102,95;;;484,4;555,74;108,24;;;415,1;;;234,66;;;;400,1;166,36;850,33;450,95;;;;;;296,96;;;;;;940,34;104,87;2383,47;178,11;1519,02;1798,71;1101,56;;357,79;492,84;1012,58;4260,41;1104,2;437;1419,69;;104,2;;1386,72;1906,92;1663,64;;;;;1447,36;139,8;523,5;1487,32;1184,2;324,32;;;762,39;421,34;;928,14;626,52;935,18;1409,57;;911,5;480,21;469,29;;218,26;;884,54;;;;992,28;218,26;;;;;;;1193,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,5;565;;;1062,23;;577,56;216,56;696,64;528,37;328,46;;2031,7;;596,32;;797,76;;;2076,47;1596,08;;216,52;201,31;;;;1090,64;;;1409,97;152,87;177,24;;1349,53;;496,64;498,58;;787,72;219,1;639,42;169,48;;;172,8;724,08;130,96;;;192,9;;;1138,98;;;;99,2;;;;576,63;1568,4;183,16;163,7;575,82;2805,46;;506,68;369;;664,2;572;931,02;2334,57;1972,72;2045,22;277,91;2579,79;452,12;2266,05;;690,31;;;;;3092,01;856,55;;;877,43;678,97;2274,96;919,22;775,64;;108,48;;429,81;;;357,93;159;476,64;;;534,52;;;;;;413,25;;;352,95;;;;529,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,54;;642,04;;565;;624,8;;365,44;711,2;;;2172,74;513,37;;700,98;854,18;;;529,36;584,08;1526,04;;;;;;212,7;1206,5;314,18;304,12;;353,52;;266,63;217,34;519,7;321,63;;;;414,82;;;;;471,54;;268,5;159,5;274,62;;239,1;139,84;;;270,37;;;;461,78;3395,58;;1650,48;208,17;464,88;;1496,28;;;;;1754,87;2195,46;2467,9;2099,26;;936,9;2878,92;286,36;1214,23;1128,19;;1230,06;139,54;;;;;485,04;;;816,74;188,66;4968,57;;139,86;;;;;727,28;;298,86;;139,86;;;362,4;438,42;;;;;209,36;659,52;210,57;209,36;397;2531,81;149,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,71;664,68;;;;1443,97;924,65;1987,5;349,02;592,91;;;4291,46;3016,39;;269,88;;;443,2;896;433,44;2130,05;820,35;201,81;;;;724,76;195,96;193,98;1282,62;273,99;;505,99;112,44;260,04;168,23;72,46;;;;1141,95;;;;;450,95;;192,04;;191,96;680,6;;;;;;;;;340,88;1402,1;255,22;371,94;2430,86;593,94;;158,06;;;794;1231,84;2162,78;316,73;679,69;264,64;;1359,21;1932,7;;615,12;1089,22;;;;;1490,4;469,5;189,46;;1739,46;;293,73;1132,53;473,1;1558,18;279,72;241,62;;903,88;1413,68;;;;;;;708,16;;;;;;;;435;577,9;140,38;;140,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,88;;829,1;;556,11;2986,5;376,2;;1499,86;;;1887,8;206,22;1136,88;;;168,04;;;2135,44;883,7;;;;;705,45;714,52;159,04;1161,88;;291,82;866,8;;213,04;376,56;;;;;;;;;;;299,97;;608,78;;;;414,54;;;;393,6;1186,03;863,42;303,38;731,12;;716,4;;176,28;939,94;;3710,2;1302,48;610,3;;351,88;1970,42;1234,84;396,96;145,38;2812,16;341,35;472,68;;572;999,83;;;;;534,96;1229,95;715,38;490,03;;;556,13;504,45;;1794,08;751,22;180,98;;911,5;875,42;;;356,82;476,85;279,16;;;175,22;456,68;;542,06;;;108,89;;876,98;;289,4;586,74;195,95;;176,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,6;166,99;;;857,01;598,26;;1363,67;165,28;452,33;;262,46;;1648,08;;;;524,12;;1557,73;953,88;305,28;172,46;288,33;600,52;979,35;;2323,96;629,33;;2134,12;;177,3;816,24;270,2;187,08;;216,32;;;;;;;217,7;172,58;;;;515;;;515;;401,86;98,37;1537,39;309,44;;190,56;685,21;666,56;139,28;719,56;159,07;485;669,29;;421,86;2884,66;1128;737,76;113,42;1996,86;623,96;892,43;2242,08;;909,9;;;363,64;;197,82;;498,8;653,09;843,76;;148,88;1483,47;;1276,99;3406,59;;136,78;;;659,48;;139,86;;;;;;751,48;;;1608,76;;;228,58;;;209,36;436,52;3532,16;;192,19;293,08;607,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2;488,52;;1543,29;1212,47;409,68;;2732,82;647,4;905,16;194,68;;257,5;;2364,38;;;514,78;;1465,53;967,88;389,46;;416,58;;;880,92;1715,19;;;;153,64;176,7;259,84;1119,36;;343;343;;;;;434,07;147,48;;;274,62;;;;;;;218,44;286,88;416,5;;362,26;;;589,36;1054,78;845,8;1339,41;573,41;982,95;3134,56;626,8;1554,78;947,7;466,46;3155,5;1038,13;572;252,62;1019,12;;1602,69;;1423,42;899,66;955,75;;271,98;958,53;1590,86;;;1921,58;;;155,04;178,8;;;;;279,16;159;218,26;;104,42;;1367,82;69,79;;;451,94;887,64;146,02;227,92;357,7;492,02;209,36;710,04;681,98;1376,2;;363,93;268,5;322,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,96;2053,19;;583,08;283,42;816,62;;110,01;600,9;1443,95;1138,98;255,44;2445,85;1545,84;;736,8;1560,28;;;;;1016,92;607,74;170,54;;193,98;1120,92;1257,72;1193,1;108,24;1567,94;;;224,92;;879,44;323,4;;;;;1168,38;;147,72;804,94;;;;;189,56;;356,02;;204,41;265,38;;;166,22;1931,21;277,44;1700,16;596,67;607,17;367,76;1340,91;2389,27;1537,42;307,6;1828,72;1561,46;139,8;1277,71;891,68;508,56;1520,4;;;2718,93;392,8;1163,25;2413,46;;;352,86;;1329,48;;1623,32;198,2;;333,66;2028,86;791,72;306,66;1639,66;624,47;2245,42;240,54;;358,12;;843,66;134,5;;451,94;;;;346,92;;;930,32;281,45;;140,38;140,38;1938,9;;;;107,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,36;866,59;;;758,21;;217,31;535,17;938,46;;1434,69;1691,09;1386,6;1525,68;2816,24;190,22;1386,66;;;;2052,76;1215,42;1034,38;59,09;;985,38;;1232,56;;;1177,7;;698,47;;896,72;414;;;140,46;;;;;;;;;;;483,38;;;;791,44;309,44;;890,42;610,89;883,28;;907,84;708,66;;4873,46;195,05;;332,4;552,57;202,8;492,16;208,58;1134,94;397;380,92;1825,4;922,93;174,09;447,12;1074,43;152,3;1551,06;577,9;;1502,9;;;;469,28;;;866,97;1889;418,39;77,24;1645,57;556,44;;;;;;;373,56;;;872;;;;;;;419,8;436,52;177,78;2050,7;347;;;;391,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,46;90,69;924,78;;;257,78;148,72;1624,9;;;214,58;;5667;1893,84;677,96;797,98;;;;;378,5;;131,93;445,56;317,31;;1561,4;700,08;;818,01;145,44;388;;;;1714,16;;;346,84;;2033,64;;;;;;;;;;;489;543,28;732,7;191,9;196,8;;221,01;326,25;;296,02;1126,18;886,12;390,59;715,36;764,17;1219,82;3903,48;1159,88;3938,24;2010,66;;1552,44;;1973,2;1203,66;;534,98;581,54;630,7;317,13;295,5;;;;890,6;;;;;515,78;;144,76;303,04;;1464,45;610,94;216,96;235,1;;;278,35;;;588,72;;;;238,56;435;;213,14;149,02;1590,16;;1492,98;1245,04;538,71;;;;719,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,09;688,87;1384,19;178,32;954,04;318,68;476,28;663,12;;;;;;;1319,42;;468,01;;201,81;509,87;147,12;;;884,55;;;;222,94;;711,82;;;;99,69;1253,01;;;;605,56;384,4;147,72;;;;;;159,62;;388,1;;981,62;;;362,26;644,16;;595,7;;;336,72;383,34;1807,85;2187;257,5;445,84;5222,68;177,96;1337,82;209,69;2485,99;;445,84;246,08;;2577,3;;640,5;;;987,14;486,15;2164,44;;417;;101,93;;;835,41;559,81;656,59;;517,56;;3752,08;279,72;;725,41;;;;;476,64;201,63;769,02;;;;530,91;177,78;397;;688,5;377,7;1791,74;1508,35;2391,31;;;724,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,02;607,7;;;1135,43;0;230,64;353,36;949,58;;156,26;;222,54;1047,26;;342,68;803,28;;396,76;79,14;;224,9;1159,58;175,7;;;;726,92;368,56;1756,48;;343;111,94;204,65;;107,78;;;603,37;;;;;691,9;;;;;2186,31;;435,4;;488,88;;;1375,58;99,34;147,68;288,12;;206,76;4909,9;2950,65;1348,36;1856,26;1676,86;1043,84;955,17;4005,47;;;;943,24;1900,43;481,7;623,94;215,94;;;1478,68;2346,41;1335,55;;440,69;189,78;;910,21;2488,04;;1310,83;810,92;;;686,22;;;;;216,96;;;;140,12;;;;;220,49;2096,74;1222,79;;;388,3;;522,84;1128,19;2715,36;;1313,6;140,64;178,36;428,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,44;;2206,92;352,35;2902,72;;201,31;1430,77;1548,22;949,78;937,14;1887,13;2063,24;;774,85;;1826,32;531,3;836,56;160,2;563,5;1061,49;;331,34;;;148,5;1211,38;428,42;1054,88;;343;;;550,11;;;5459,82;140,28;;;419,59;;434,92;;;206,12;401,86;461,54;;;3406,74;516;828,03;2132,89;315;;873,74;;;536,7;1548,71;5057,75;613,22;502,73;2687,14;1334,3;1090,15;;567,96;409,54;825,08;199,2;181,72;104,95;369;;;894,6;1598,38;2061,85;;188,37;593,48;;800,48;;1533,92;278,47;;262,34;;;;419,24;;;;;;;;259,16;;;;;;171,57;233,92;267,98;791,46;698,68;146,54;1512,16;;491,01;;348,18;569,12;1390,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;;1640,64;;469,44;1399,2;3674,56;1746;951,36;1045,58;557,06;2448,94;726,2;212,98;;2469,42;490,53;;238,02;685,46;1711,42;;2206,92;;477,9;607,08;1299,85;539,98;;;171,5;;;;;;991,14;193,76;;;;;;;;796,58;829,82;688,62;35,62;1336,15;191,9;;1013,74;433,72;;;176,12;839,88;139,42;592,34;295,36;2133,01;2059,55;3914,65;498,72;912,12;663,12;;617,12;326,94;;;353,26;3050,41;570,53;;369;788,12;708,74;;1584,23;;817,37;1554,25;;2025,78;773,28;1815,14;1582,98;416,4;444,64;;428,32;;;;455,16;713,98;;115,08;;1032,92;;;2332,4;;;347;547,57;;;694;385,04;485,27;;1200,53;1889,49;141,64;444,34;;187,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;;600,39;;;;1365,42;1092,62;451,6;148,7;572,43;935,97;518,72;;;194,41;1838,5;;691,46;;;;776,16;2074,2;1436,46;;698,9;;;475,55;883,82;;;605,56;434,07;;;192,69;;;;;;515;;;98,37;1416,54;273,88;;;;667,76;326,25;147,68;1073,42;1412,77;696,36;146,94;;1174,46;3907,41;;773,12;708,84;235,83;842,13;2020,8;1160,14;397,34;;578,01;1420,36;781,14;;2360,16;;877,2;;;396,4;2430,31;;922,31;139,86;2028,86;459,94;1793,6;280,96;854,7;;;735,82;;1054,86;2050,37;518,65;669,07;194,38;;;;347;;;;;;370,18;;;566,14;175,84;2499,62;399,58;212,46;;912,34;879,54;1340,78;321,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,24;409,46;938,68;;512,58;3509,84;;568,2;387,1;609,6;469,16;244,14;717,4;0;494,85;316,66;;330,86;836,46;1318,24;;1207,82;;;;;269,52;216,32;417;;294,48;424,46;;;;573,24;1016,56;;;559,3;;;;;;;175,06;;;192,16;562,68;365,9;;1329,68;872,06;380,47;196,36;139,52;;729,76;563,06;1290,53;1645,52;160,75;1798,28;1009,2;3771,31;1996;988,56;1609,58;160,38;;1926,92;2126,14;222,92;247,46;412,12;347;2848,85;1354,11;3156,84;1544,4;648,87;635,84;347;1199,21;596,58;1570,19;1256,1;;222,32;769,23;;756,94;;811,95;;;140,12;890,36;;;;;838,47;;445,18;;733,84;;347;436,3;4260,86;527,8;1559,08;418,34;1946,52;195,06;703,36;;259,43;831,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,71;96,5;119,43;292,23;327,33;6508,17;;;;;;;;2246,93;;282,16;236,81;365,4;;263,78;338,02;675,9;1065,18;;381,08;;;467,34;1632,4;209,28;;;;;775,72;2298,96;;316,05;;147,24;;1006,84;;404,94;312,95;247,68;359,11;;719,02;;;;120,78;725,8;207,02;587,06;1681,41;316,76;1037,8;463,88;596,84;3848,86;;1752,42;;858,24;;885,93;3144,14;980,96;962,74;;1032,12;;1332,06;215,26;;965,96;708,25;200,16;987,33;547,47;;712,82;182,32;;;513,53;642,44;;3439,1;;450,97;;1335,87;;139,86;;;140,38;;;249,98;1655,79;551,09;;798,8;1489,16;347;166,62;1808,56;552,96;327,13;429,2;415,95;203,82;2315,98;116,95;;520,5;1096,02;398,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,62;1060,75;500,07;1076,76;;258,42;0;;716,38;99,76;;323,78;1546,01;953,32;;;;216,3;711,72;1991,57;191,42;;;469,22;;;4087,92;2727,53;759,4;1363,86;;802,18;531,88;;;220,76;;322,83;;418,68;;;268,83;;;;;741,7;;196,96;;594,36;677,4;428,74;;1053,74;155,08;362,77;1583,38;413,27;;2477,37;322,92;637,7;933,48;623,9;951,33;484,6;;987,5;;272,76;597,07;6348,89;1877,87;1397,98;;655,28;1531,16;;373,84;1067,92;1485,53;139,86;;1417,41;2140,96;2782,32;974,99;612,09;136,78;;;;209,79;382,48;500,09;;;;;736,04;1134,12;512,67;140,38;529,28;1499,64;3613;633,47;382,32;;347;495,78;204,8;420,08;;3081,54;;;;;2354,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,06;;1684,92;1206,09;899,8;1823,38;1922,73;2937,51;2240,93;;416,18;389,05;1450,46;1069,92;196,33;300,56;515,6;;197,42;857,11;;1246,78;375,68;;;;60,81;581,23;;319,82;;849,76;;670,96;460,28;466,18;286,62;184,52;;;;732,82;;620,34;;449,68;674,74;640,56;;244,71;975,88;;181,45;;388,5;320,34;912,44;;1697,24;;1728,22;2181,19;188,84;1763,46;1463,72;176,43;3800,96;377,48;1107,97;;;603,44;2352,97;3847,15;2017,34;215,26;573,6;;880,48;2145,65;2506,36;;;;1882,18;;231,74;821,5;1923,24;;93,24;209,37;139,58;358,12;775,92;718,24;2051,2;;347;140,38;1034,08;385,4;674,94;431,47;;140,38;222,17;;1078,16;836,6;;137,02;;469,81;373,98;753,24;610,92;;;;2782,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;;2908,14;941,12;694,44;2320,47;;1444,59;1202;553,92;753,66;2308,06;;2721,56;533,3;;;612,28;197,42;135,8;;1181,11;;;;862,1;918,12;107,78;1134,56;506,32;;;;;485,48;;;;75,93;;512,3;657,52;;;1102,86;;;178,22;;1624,08;;;830,3;478,55;;1499,2;1399,27;1077,44;487,62;599,97;901,26;321,34;942,91;1795,4;642,12;;;2523,58;68,35;;;2036,96;1749,58;2003,73;834,76;357,7;;1756,22;539,58;430,84;139,86;;;395,84;1394,84;1320,66;;;278,47;;;207,71;891,7;1094,91;1424,7;902,44;140,38;;;;;;2337,12;;;;;449,5;207,08;834,84;407,34;;1294,65;918,46;888,68;;965,46;;;774,4;;222,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,98;412,5;1074,7;;1974,05;;2149,12;541,56;;638,48;915,16;;476,24;3371,78;1190,4;;555,86;;516,54;169,42;531,29;170,74;579,4;;;365,12;;153,66;4230,54;;215,36;;372,76;;;106,86;;250,71;808,32;515;95,91;416,5;141,41;;;;294,94;414,34;849,11;1069,64;;365,04;;751,15;708,7;;1860,63;1235,52;1792,75;108,56;217,66;1827,83;2141,9;2130,09;1129,42;1261,62;1031,78;;;1481,64;1022,64;1606,92;526,8;954,04;1039,72;975,16;728,76;;723,06;582,39;368,12;491,28;;;;360,81;;987,14;607,47;;347;744,64;132,39;624,28;1046,78;512,9;;378,94;218,26;396,38;;298,69;590,5;;141,36;;;480,6;;570,8;;;1435,16;1941,3;382,76;867,1;813,96;1043,4;999,14;248,66;358,8;672,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
